transaction_id,date,type,category,amount_eur,client_id,sale_id,payment_status,invoice_number
FIN0004776,2026-03-15,Revenue,Subscription Revenue,1109.79,CL00074,SAL000820,Paid,FAC-004776
FIN0005117,2026-03-15,Revenue,Subscription Revenue,657.92,CL00424,SAL005177,Paid,FAC-005117
FIN0004954,2026-03-15,Revenue,Subscription Revenue,736.84,CL00483,SAL005892,Paid,FAC-004954
FIN0004777,2026-03-15,Revenue,One-time Revenue,11353.36,CL00010,SAL000089,Paid,FAC-004777
FIN0005113,2026-03-15,Revenue,One-time Revenue,26257.57,CL00024,SAL000248,Paid,FAC-005113
FIN0004778,2026-03-15,Revenue,Subscription Revenue,1088.13,CL00087,SAL001043,Paid,FAC-004778
FIN0004775,2026-03-15,Revenue,One-time Revenue,9350.87,CL00036,SAL000382,Paid,FAC-004775
FIN0004779,2026-03-15,Revenue,Subscription Revenue,1058.39,CL00189,SAL002186,Paid,FAC-004779
FIN0004953,2026-03-15,Revenue,Subscription Revenue,404.65,CL00325,SAL003809,Paid,FAC-004953
FIN0004780,2026-03-15,Revenue,One-time Revenue,2016.84,CL00226,SAL002627,Paid,FAC-004780
FIN0004434,2026-03-15,Revenue,One-time Revenue,24931.87,CL00148,SAL001783,Late,FAC-004434
FIN0004438,2026-03-15,Revenue,One-time Revenue,3200.55,CL00360,SAL004355,Late,FAC-004438
FIN0005116,2026-03-15,Revenue,Subscription Revenue,458.18,CL00190,SAL002203,Paid,FAC-005116
FIN0005111,2026-03-15,Revenue,Subscription Revenue,1449.25,CL00358,SAL004343,Paid,FAC-005111
FIN0004769,2026-03-15,Revenue,One-time Revenue,2369.61,CL00360,SAL004353,Paid,FAC-004769
FIN0004947,2026-03-15,Revenue,Subscription Revenue,999.83,CL00078,SAL000905,Paid,FAC-004947
FIN0006526,2026-03-15,Expense,Frais juridiques & conseil,1253.55,,,Paid,DEP-006526
FIN0004771,2026-03-15,Revenue,Subscription Revenue,452.0,CL00347,SAL004194,Paid,FAC-004771
FIN0004786,2026-03-16,Revenue,One-time Revenue,3277.42,CL00115,SAL001344,Paid,FAC-004786
FIN0004783,2026-03-16,Revenue,One-time Revenue,1193.73,CL00307,SAL003657,Paid,FAC-004783
FIN0004447,2026-03-16,Revenue,Subscription Revenue,329.09,CL00054,SAL000556,Late,FAC-004447
FIN0006521,2026-03-16,Expense,Marketing & Publicité,1863.74,,,Paid,DEP-006521
FIN0004781,2026-03-16,Revenue,One-time Revenue,6597.92,CL00482,SAL005878,Paid,FAC-004781
FIN0004961,2026-03-16,Revenue,Subscription Revenue,1361.45,CL00296,SAL003532,Paid,FAC-004961
FIN0005134,2026-03-16,Revenue,One-time Revenue,25902.61,CL00404,SAL004932,Paid,FAC-005134
FIN0004063,2026-03-16,Revenue,Subscription Revenue,1793.37,CL00299,SAL003566,Late,FAC-004063
FIN0005125,2026-03-16,Revenue,Subscription Revenue,566.8,CL00192,SAL002217,Paid,FAC-005125
FIN0004785,2026-03-16,Revenue,Subscription Revenue,549.23,CL00330,SAL003900,Paid,FAC-004785
FIN0004797,2026-03-17,Revenue,One-time Revenue,10278.86,CL00103,SAL001193,Paid,FAC-004797
FIN0005144,2026-03-17,Revenue,Subscription Revenue,1126.54,CL00023,SAL000245,Paid,FAC-005144
FIN0006517,2026-03-17,Expense,Salaires & charges,42125.21,,,Paid,DEP-006517
FIN0004793,2026-03-17,Revenue,One-time Revenue,20869.12,CL00099,SAL001131,Paid,FAC-004793
FIN0004792,2026-03-17,Revenue,Subscription Revenue,358.33,CL00051,SAL000495,Paid,FAC-004792
FIN0005142,2026-03-17,Revenue,Subscription Revenue,4132.33,CL00455,SAL005531,Paid,FAC-005142
FIN0004795,2026-03-17,Revenue,Subscription Revenue,648.48,CL00330,SAL003879,Paid,FAC-004795
FIN0004966,2026-03-17,Revenue,Subscription Revenue,3687.88,CL00103,SAL001185,Paid,FAC-004966
FIN0004799,2026-03-17,Revenue,Subscription Revenue,957.52,CL00054,SAL000526,Paid,FAC-004799
FIN0004619,2026-03-18,Revenue,Subscription Revenue,1462.69,CL00286,SAL003393,Paid,FAC-004619
FIN0004804,2026-03-18,Revenue,Subscription Revenue,616.07,CL00227,SAL002635,Paid,FAC-004804
FIN0006522,2026-03-18,Expense,Infrastructure Cloud,4012.93,,,Paid,DEP-006522
FIN0005155,2026-03-18,Revenue,Subscription Revenue,1479.82,CL00415,SAL005055,Paid,FAC-005155
FIN0004800,2026-03-18,Revenue,Subscription Revenue,4324.93,CL00122,SAL001459,Paid,FAC-004800
FIN0005160,2026-03-18,Revenue,Subscription Revenue,1154.21,CL00222,SAL002578,Paid,FAC-005160
FIN0005158,2026-03-18,Revenue,One-time Revenue,2768.52,CL00050,SAL000487,Paid,FAC-005158
FIN0004821,2026-03-19,Revenue,One-time Revenue,18968.68,CL00281,SAL003342,Paid,FAC-004821
FIN0004646,2026-03-19,Revenue,Subscription Revenue,566.69,CL00073,SAL000789,Paid,FAC-004646
FIN0004812,2026-03-19,Revenue,Subscription Revenue,553.0,CL00457,SAL005560,Paid,FAC-004812
FIN0004809,2026-03-19,Revenue,One-time Revenue,2643.53,CL00445,SAL005410,Paid,FAC-004809
FIN0004807,2026-03-19,Revenue,Subscription Revenue,4701.05,CL00123,SAL001508,Paid,FAC-004807
FIN0004985,2026-03-19,Revenue,Subscription Revenue,1082.64,CL00356,SAL004332,Paid,FAC-004985
FIN0004649,2026-03-19,Revenue,One-time Revenue,3320.34,CL00498,SAL006083,Paid,FAC-004649
FIN0004640,2026-03-19,Revenue,Subscription Revenue,1915.06,CL00005,SAL000050,Paid,FAC-004640
FIN0004817,2026-03-19,Revenue,Subscription Revenue,507.37,CL00031,SAL000346,Paid,FAC-004817
FIN0005186,2026-03-19,Revenue,One-time Revenue,2176.2,CL00049,SAL000457,Paid,FAC-005186
FIN0005173,2026-03-19,Revenue,Subscription Revenue,454.08,CL00316,SAL003706,Paid,FAC-005173
FIN0005192,2026-03-20,Revenue,One-time Revenue,19906.42,CL00034,SAL000369,Paid,FAC-005192
FIN0004493,2026-03-20,Revenue,One-time Revenue,3081.4,CL00178,SAL002052,Late,FAC-004493
FIN0004492,2026-03-20,Revenue,Subscription Revenue,294.68,CL00022,SAL000234,Late,FAC-004492
FIN0005199,2026-03-20,Revenue,One-time Revenue,33688.98,CL00022,SAL000241,Paid,FAC-005199
FIN0004654,2026-03-20,Revenue,Subscription Revenue,916.84,CL00399,SAL004833,Paid,FAC-004654
FIN0004652,2026-03-20,Revenue,Subscription Revenue,996.27,CL00434,SAL005293,Paid,FAC-004652
FIN0004992,2026-03-20,Revenue,Subscription Revenue,610.78,CL00450,SAL005467,Paid,FAC-004992
FIN0004486,2026-03-20,Revenue,Subscription Revenue,1471.09,CL00288,SAL003409,Late,FAC-004486
FIN0004995,2026-03-20,Revenue,Subscription Revenue,800.74,CL00386,SAL004677,Paid,FAC-004995
FIN0004827,2026-03-20,Revenue,One-time Revenue,2197.46,CL00214,SAL002461,Paid,FAC-004827
FIN0004832,2026-03-20,Revenue,Subscription Revenue,4927.83,CL00488,SAL005957,Paid,FAC-004832
FIN0005191,2026-03-20,Revenue,Subscription Revenue,984.39,CL00441,SAL005362,Paid,FAC-005191
FIN0004490,2026-03-20,Revenue,One-time Revenue,41080.59,CL00201,SAL002319,Late,FAC-004490
FIN0004835,2026-03-21,Revenue,Subscription Revenue,512.15,CL00092,SAL001088,Paid,FAC-004835
FIN0004837,2026-03-21,Revenue,Subscription Revenue,3632.59,CL00123,SAL001497,Paid,FAC-004837
FIN0004838,2026-03-21,Revenue,Subscription Revenue,1815.62,CL00044,SAL000424,Paid,FAC-004838
FIN0005006,2026-03-21,Revenue,One-time Revenue,2569.89,CL00381,SAL004621,Paid,FAC-005006
FIN0005013,2026-03-21,Revenue,One-time Revenue,22794.75,CL00371,SAL004487,Paid,FAC-005013
FIN0005010,2026-03-21,Revenue,One-time Revenue,17112.7,CL00246,SAL002886,Paid,FAC-005010
FIN0005008,2026-03-21,Revenue,Subscription Revenue,559.3,CL00486,SAL005928,Paid,FAC-005008
FIN0004656,2026-03-21,Revenue,One-time Revenue,2085.28,CL00164,SAL001916,Paid,FAC-004656
FIN0004849,2026-03-22,Revenue,Subscription Revenue,2055.84,CL00055,SAL000575,Paid,FAC-004849
FIN0005021,2026-03-22,Revenue,One-time Revenue,3754.73,CL00070,SAL000746,Paid,FAC-005021
FIN0004852,2026-03-22,Revenue,Subscription Revenue,1486.61,CL00163,SAL001900,Paid,FAC-004852
FIN0004841,2026-03-22,Revenue,One-time Revenue,9337.11,CL00224,SAL002607,Paid,FAC-004841
FIN0004665,2026-03-22,Revenue,One-time Revenue,1686.19,CL00108,SAL001275,Paid,FAC-004665
FIN0004843,2026-03-22,Revenue,One-time Revenue,21819.9,CL00444,SAL005401,Paid,FAC-004843
FIN0005017,2026-03-22,Revenue,One-time Revenue,1320.7,CL00300,SAL003581,Paid,FAC-005017
FIN0005231,2026-03-22,Revenue,Subscription Revenue,663.37,CL00397,SAL004790,Paid,FAC-005231
FIN0004844,2026-03-22,Revenue,One-time Revenue,2806.07,CL00080,SAL000942,Paid,FAC-004844
FIN0004675,2026-03-22,Revenue,Subscription Revenue,1001.14,CL00071,SAL000748,Paid,FAC-004675
FIN0004502,2026-03-22,Revenue,Subscription Revenue,2864.93,CL00393,SAL004739,Late,FAC-004502
FIN0004854,2026-03-23,Revenue,Subscription Revenue,2530.53,CL00030,SAL000314,Paid,FAC-004854
FIN0004860,2026-03-23,Revenue,Subscription Revenue,870.32,CL00340,SAL004055,Paid,FAC-004860
FIN0004853,2026-03-23,Revenue,Subscription Revenue,2838.2,CL00060,SAL000637,Paid,FAC-004853
FIN0004687,2026-03-23,Revenue,One-time Revenue,19154.84,CL00298,SAL003558,Paid,FAC-004687
FIN0004683,2026-03-23,Revenue,Subscription Revenue,465.67,CL00010,SAL000091,Paid,FAC-004683
FIN0005250,2026-03-23,Revenue,Subscription Revenue,530.83,CL00177,SAL002048,Paid,FAC-005250
FIN0004680,2026-03-23,Revenue,Subscription Revenue,468.75,CL00191,SAL002212,Paid,FAC-004680
FIN0005026,2026-03-23,Revenue,Subscription Revenue,754.97,CL00379,SAL004589,Paid,FAC-005026
FIN0004855,2026-03-23,Revenue,Subscription Revenue,1665.83,CL00473,SAL005729,Paid,FAC-004855
FIN0005034,2026-03-23,Revenue,Subscription Revenue,1428.75,CL00300,SAL003573,Paid,FAC-005034
FIN0004506,2026-03-23,Revenue,Subscription Revenue,2584.66,CL00447,SAL005430,Late,FAC-004506
FIN0005030,2026-03-23,Revenue,Subscription Revenue,1758.17,CL00278,SAL003283,Paid,FAC-005030
FIN0004678,2026-03-23,Revenue,Subscription Revenue,1856.35,CL00110,SAL001302,Paid,FAC-004678
FIN0005261,2026-03-24,Revenue,Subscription Revenue,2236.32,CL00097,SAL001121,Paid,FAC-005261
FIN0005257,2026-03-24,Revenue,One-time Revenue,5987.32,CL00498,SAL006082,Paid,FAC-005257
FIN0005260,2026-03-24,Revenue,Subscription Revenue,699.66,CL00402,SAL004886,Paid,FAC-005260
FIN0005046,2026-03-24,Revenue,One-time Revenue,15800.04,CL00012,SAL000131,Paid,FAC-005046
FIN0004525,2026-03-24,Revenue,One-time Revenue,2081.77,CL00395,SAL004749,Late,FAC-004525
FIN0005258,2026-03-24,Revenue,One-time Revenue,3943.92,CL00295,SAL003514,Paid,FAC-005258
FIN0005043,2026-03-24,Revenue,Subscription Revenue,2036.36,CL00310,SAL003674,Paid,FAC-005043
FIN0004699,2026-03-24,Revenue,One-time Revenue,2579.48,CL00012,SAL000123,Paid,FAC-004699
FIN0004700,2026-03-24,Revenue,Subscription Revenue,2338.01,CL00407,SAL004972,Paid,FAC-004700
FIN0005262,2026-03-24,Revenue,One-time Revenue,27130.79,CL00406,SAL004958,Paid,FAC-005262
FIN0004868,2026-03-24,Revenue,One-time Revenue,9930.7,CL00236,SAL002719,Paid,FAC-004868
FIN0004866,2026-03-24,Revenue,Subscription Revenue,1515.49,CL00283,SAL003364,Paid,FAC-004866
FIN0006525,2026-03-24,Expense,Bureaux & équipement,4134.47,,,Paid,DEP-006525
FIN0004865,2026-03-24,Revenue,Subscription Revenue,766.83,CL00315,SAL003698,Paid,FAC-004865
FIN0005049,2026-03-24,Revenue,One-time Revenue,4030.67,CL00150,SAL001820,Paid,FAC-005049
FIN0005259,2026-03-24,Revenue,Subscription Revenue,972.17,CL00222,SAL002577,Paid,FAC-005259
FIN0004706,2026-03-25,Revenue,Subscription Revenue,1767.05,CL00148,SAL001788,Paid,FAC-004706
FIN0004872,2026-03-25,Revenue,Subscription Revenue,1113.93,CL00074,SAL000823,Paid,FAC-004872
FIN0004875,2026-03-25,Revenue,One-time Revenue,2166.89,CL00176,SAL002034,Paid,FAC-004875
FIN0004711,2026-03-25,Revenue,One-time Revenue,29445.54,CL00098,SAL001127,Paid,FAC-004711
FIN0004887,2026-03-25,Revenue,Subscription Revenue,751.15,CL00057,SAL000600,Paid,FAC-004887
FIN0004713,2026-03-25,Revenue,Subscription Revenue,308.71,CL00298,SAL003550,Paid,FAC-004713
FIN0005273,2026-03-25,Revenue,Subscription Revenue,632.88,CL00342,SAL004104,Paid,FAC-005273
FIN0004717,2026-03-25,Revenue,Subscription Revenue,907.6,CL00092,SAL001093,Paid,FAC-004717
FIN0004192,2026-03-25,Revenue,One-time Revenue,13398.25,CL00115,SAL001349,Late,FAC-004192
FIN0005062,2026-03-25,Revenue,Subscription Revenue,1302.42,CL00239,SAL002754,Paid,FAC-005062
FIN0005061,2026-03-25,Revenue,One-time Revenue,21961.44,CL00050,SAL000473,Paid,FAC-005061
FIN0005057,2026-03-25,Revenue,Subscription Revenue,4117.95,CL00488,SAL005960,Paid,FAC-005057
FIN0004537,2026-03-26,Revenue,Subscription Revenue,362.43,CL00302,SAL003603,Late,FAC-004537
FIN0004893,2026-03-26,Revenue,Subscription Revenue,1477.83,CL00218,SAL002494,Paid,FAC-004893
FIN0004720,2026-03-26,Revenue,Subscription Revenue,1172.13,CL00462,SAL005624,Paid,FAC-004720
FIN0005068,2026-03-26,Revenue,Subscription Revenue,2532.09,CL00484,SAL005898,Paid,FAC-005068
FIN0004542,2026-03-26,Revenue,One-time Revenue,31132.62,CL00331,SAL003909,Late,FAC-004542
FIN0004722,2026-03-26,Revenue,Subscription Revenue,807.1,CL00008,SAL000062,Paid,FAC-004722
FIN0004724,2026-03-26,Revenue,Subscription Revenue,1844.91,CL00130,SAL001589,Paid,FAC-004724
FIN0005286,2026-03-26,Revenue,Subscription Revenue,579.18,CL00018,SAL000202,Paid,FAC-005286
FIN0004891,2026-03-26,Revenue,One-time Revenue,2416.04,CL00083,SAL000982,Paid,FAC-004891
FIN0004890,2026-03-26,Revenue,Subscription Revenue,728.31,CL00276,SAL003234,Paid,FAC-004890
FIN0004546,2026-03-27,Revenue,Subscription Revenue,2494.25,CL00337,SAL004035,Late,FAC-004546
FIN0004913,2026-03-27,Revenue,One-time Revenue,1934.48,CL00071,SAL000750,Paid,FAC-004913
FIN0004900,2026-03-27,Revenue,Subscription Revenue,406.25,CL00302,SAL003615,Paid,FAC-004900
FIN0004904,2026-03-27,Revenue,One-time Revenue,27395.48,CL00386,SAL004683,Paid,FAC-004904
FIN0004906,2026-03-27,Revenue,Subscription Revenue,1083.36,CL00422,SAL005143,Paid,FAC-004906
FIN0004907,2026-03-27,Revenue,Subscription Revenue,551.14,CL00047,SAL000445,Paid,FAC-004907
FIN0004914,2026-03-27,Revenue,Subscription Revenue,1759.69,CL00214,SAL002454,Paid,FAC-004914
FIN0004911,2026-03-27,Revenue,Subscription Revenue,4462.28,CL00335,SAL004017,Paid,FAC-004911
FIN0004903,2026-03-27,Revenue,Subscription Revenue,379.77,CL00169,SAL001957,Paid,FAC-004903
FIN0004910,2026-03-27,Revenue,Subscription Revenue,2799.85,CL00459,SAL005576,Paid,FAC-004910
FIN0004752,2026-03-27,Revenue,Subscription Revenue,283.69,CL00164,SAL001915,Paid,FAC-004752
FIN0004741,2026-03-27,Revenue,One-time Revenue,1475.98,CL00178,SAL002087,Paid,FAC-004741
FIN0005078,2026-03-27,Revenue,One-time Revenue,16703.34,CL00112,SAL001329,Paid,FAC-005078
FIN0005079,2026-03-27,Revenue,Subscription Revenue,2538.47,CL00343,SAL004121,Paid,FAC-005079
FIN0004748,2026-03-27,Revenue,One-time Revenue,10765.18,CL00416,SAL005059,Paid,FAC-004748
FIN0004751,2026-03-27,Revenue,One-time Revenue,12960.98,CL00189,SAL002184,Paid,FAC-004751
FIN0005291,2026-03-27,Revenue,Subscription Revenue,599.73,CL00358,SAL004347,Paid,FAC-005291
FIN0005076,2026-03-27,Revenue,Subscription Revenue,373.23,CL00418,SAL005095,Paid,FAC-005076
FIN0005300,2026-03-27,Revenue,One-time Revenue,1343.66,CL00107,SAL001219,Paid,FAC-005300
FIN0005302,2026-03-27,Revenue,Subscription Revenue,659.19,CL00203,SAL002347,Paid,FAC-005302
FIN0005293,2026-03-27,Revenue,One-time Revenue,1645.99,CL00059,SAL000619,Paid,FAC-005293
FIN0005080,2026-03-27,Revenue,Subscription Revenue,591.56,CL00171,SAL001992,Paid,FAC-005080
FIN0004921,2026-03-28,Revenue,One-time Revenue,10308.07,CL00112,SAL001328,Paid,FAC-004921
FIN0004919,2026-03-28,Revenue,One-time Revenue,2414.44,CL00003,SAL000029,Paid,FAC-004919
FIN0005090,2026-03-28,Revenue,Subscription Revenue,1470.51,CL00311,SAL003677,Paid,FAC-005090
FIN0005312,2026-03-28,Revenue,Subscription Revenue,1164.6,CL00103,SAL001174,Paid,FAC-005312
FIN0006524,2026-03-28,Expense,Outils SaaS internes,519.67,,,Paid,DEP-006524
FIN0005089,2026-03-28,Revenue,One-time Revenue,24012.7,CL00103,SAL001179,Paid,FAC-005089
FIN0005305,2026-03-28,Revenue,Subscription Revenue,1354.35,CL00385,SAL004654,Paid,FAC-005305
FIN0005304,2026-03-28,Revenue,One-time Revenue,19930.27,CL00189,SAL002188,Paid,FAC-005304
FIN0005088,2026-03-28,Revenue,Subscription Revenue,1482.83,CL00055,SAL000572,Paid,FAC-005088
FIN0004760,2026-03-28,Revenue,One-time Revenue,1506.77,CL00054,SAL000550,Paid,FAC-004760
FIN0004929,2026-03-29,Revenue,Subscription Revenue,2428.35,CL00075,SAL000863,Paid,FAC-004929
FIN0004938,2026-03-29,Revenue,Subscription Revenue,4808.18,CL00370,SAL004465,Paid,FAC-004938
FIN0004928,2026-03-29,Revenue,Subscription Revenue,821.41,CL00057,SAL000598,Paid,FAC-004928
FIN0005097,2026-03-29,Revenue,Subscription Revenue,835.62,CL00143,SAL001734,Paid,FAC-005097
FIN0004767,2026-03-29,Revenue,Subscription Revenue,860.95,CL00490,SAL005977,Paid,FAC-004767
FIN0004937,2026-03-29,Revenue,Subscription Revenue,698.94,CL00330,SAL003901,Paid,FAC-004937
FIN0004768,2026-03-29,Revenue,One-time Revenue,1224.62,CL00034,SAL000374,Paid,FAC-004768
FIN0005099,2026-03-29,Revenue,Subscription Revenue,3407.33,CL00472,SAL005727,Paid,FAC-005099
FIN0004564,2026-03-29,Revenue,Subscription Revenue,1027.26,CL00404,SAL004919,Late,FAC-004564
FIN0004575,2026-03-29,Revenue,Subscription Revenue,2010.4,CL00459,SAL005577,Late,FAC-004575
FIN0005095,2026-03-29,Revenue,Subscription Revenue,1869.23,CL00161,SAL001892,Paid,FAC-005095
FIN0005105,2026-03-29,Revenue,One-time Revenue,30727.3,CL00092,SAL001092,Paid,FAC-005105
FIN0005101,2026-03-29,Revenue,One-time Revenue,10199.79,CL00362,SAL004388,Paid,FAC-005101
FIN0005103,2026-03-29,Revenue,Subscription Revenue,2427.14,CL00176,SAL002038,Paid,FAC-005103
FIN0005094,2026-03-29,Revenue,Subscription Revenue,787.55,CL00205,SAL002401,Paid,FAC-005094
FIN0004945,2026-03-30,Revenue,Subscription Revenue,1375.61,CL00348,SAL004227,Paid,FAC-004945
FIN0004942,2026-03-30,Revenue,Subscription Revenue,1257.28,CL00298,SAL003553,Paid,FAC-004942
FIN0004949,2026-03-30,Revenue,One-time Revenue,1309.98,CL00018,SAL000205,Paid,FAC-004949
FIN0004946,2026-03-30,Revenue,Subscription Revenue,667.43,CL00206,SAL002407,Paid,FAC-004946
FIN0004950,2026-03-30,Revenue,One-time Revenue,3516.55,CL00266,SAL003160,Paid,FAC-004950
FIN0004952,2026-03-30,Revenue,Subscription Revenue,4178.61,CL00484,SAL005900,Paid,FAC-004952
FIN0005106,2026-03-30,Revenue,Subscription Revenue,1345.76,CL00466,SAL005665,Paid,FAC-005106
FIN0005110,2026-03-30,Revenue,Subscription Revenue,539.11,CL00273,SAL003203,Paid,FAC-005110
FIN0004948,2026-03-30,Revenue,Subscription Revenue,254.73,CL00371,SAL004479,Paid,FAC-004948
FIN0005330,2026-03-30,Revenue,Subscription Revenue,1220.21,CL00073,SAL000816,Paid,FAC-005330
FIN0005329,2026-03-30,Revenue,Subscription Revenue,3234.2,CL00202,SAL002331,Paid,FAC-005329
FIN0005120,2026-03-30,Revenue,One-time Revenue,2242.63,CL00349,SAL004244,Paid,FAC-005120
FIN0005337,2026-03-30,Revenue,Subscription Revenue,742.49,CL00121,SAL001455,Paid,FAC-005337
FIN0004586,2026-03-30,Revenue,Subscription Revenue,621.75,CL00152,SAL001847,Late,FAC-004586
FIN0004240,2026-03-30,Revenue,One-time Revenue,18152.78,CL00066,SAL000674,Late,FAC-004240
FIN0005119,2026-03-30,Revenue,Subscription Revenue,1408.55,CL00449,SAL005449,Paid,FAC-005119
FIN0004772,2026-03-30,Revenue,Subscription Revenue,756.26,CL00163,SAL001903,Paid,FAC-004772
FIN0005115,2026-03-30,Revenue,One-time Revenue,3114.6,CL00446,SAL005418,Paid,FAC-005115
FIN0005121,2026-03-30,Revenue,Subscription Revenue,1131.77,CL00403,SAL004900,Paid,FAC-005121
FIN0004964,2026-03-31,Revenue,Subscription Revenue,1298.07,CL00337,SAL004036,Paid,FAC-004964
FIN0005129,2026-03-31,Revenue,One-time Revenue,2054.26,CL00342,SAL004098,Paid,FAC-005129
FIN0005135,2026-03-31,Revenue,One-time Revenue,2572.06,CL00107,SAL001249,Paid,FAC-005135
FIN0005137,2026-03-31,Revenue,Subscription Revenue,917.75,CL00136,SAL001701,Paid,FAC-005137
FIN0004955,2026-03-31,Revenue,Subscription Revenue,1411.6,CL00311,SAL003675,Paid,FAC-004955
FIN0004957,2026-03-31,Revenue,Subscription Revenue,560.95,CL00187,SAL002162,Paid,FAC-004957
FIN0005343,2026-03-31,Revenue,Subscription Revenue,2308.34,CL00030,SAL000312,Paid,FAC-005343
FIN0005342,2026-03-31,Revenue,Subscription Revenue,420.52,CL00348,SAL004224,Paid,FAC-005342
FIN0005341,2026-03-31,Revenue,Subscription Revenue,1130.23,CL00488,SAL005958,Paid,FAC-005341
FIN0004959,2026-03-31,Revenue,One-time Revenue,10823.03,CL00404,SAL004922,Paid,FAC-004959
FIN0005124,2026-03-31,Revenue,One-time Revenue,23257.31,CL00388,SAL004703,Paid,FAC-005124
FIN0005146,2026-04-01,Revenue,One-time Revenue,4195.68,CL00153,SAL001854,Paid,FAC-005146
FIN0006531,2026-04-01,Expense,Salaires & charges,28628.1,,,Paid,DEP-006531
FIN0005147,2026-04-01,Revenue,Subscription Revenue,1034.43,CL00226,SAL002629,Paid,FAC-005147
FIN0005145,2026-04-01,Revenue,One-time Revenue,9996.8,CL00231,SAL002656,Paid,FAC-005145
FIN0004788,2026-04-01,Revenue,One-time Revenue,15474.5,CL00287,SAL003404,Paid,FAC-004788
FIN0004790,2026-04-01,Revenue,One-time Revenue,3349.62,CL00446,SAL005414,Paid,FAC-004790
FIN0004967,2026-04-01,Revenue,One-time Revenue,14299.56,CL00438,SAL005334,Paid,FAC-004967
FIN0004969,2026-04-01,Revenue,Subscription Revenue,911.78,CL00402,SAL004882,Paid,FAC-004969
FIN0004796,2026-04-01,Revenue,Subscription Revenue,2222.65,CL00009,SAL000072,Paid,FAC-004796
FIN0004970,2026-04-01,Revenue,Subscription Revenue,880.57,CL00399,SAL004870,Paid,FAC-004970
FIN0004614,2026-04-01,Revenue,Subscription Revenue,2369.49,CL00468,SAL005680,Late,FAC-004614
FIN0005354,2026-04-01,Revenue,Subscription Revenue,975.24,CL00291,SAL003436,Paid,FAC-005354
FIN0005356,2026-04-01,Revenue,Subscription Revenue,305.39,CL00252,SAL002942,Paid,FAC-005356
FIN0005362,2026-04-01,Revenue,Subscription Revenue,3214.12,CL00241,SAL002828,Paid,FAC-005362
FIN0004789,2026-04-01,Revenue,One-time Revenue,41817.25,CL00201,SAL002316,Paid,FAC-004789
FIN0005152,2026-04-02,Revenue,Subscription Revenue,1431.22,CL00256,SAL003037,Paid,FAC-005152
FIN0005153,2026-04-02,Revenue,Subscription Revenue,4155.0,CL00414,SAL005028,Paid,FAC-005153
FIN0004273,2026-04-02,Revenue,Subscription Revenue,2068.52,CL00136,SAL001687,Late,FAC-004273
FIN0005159,2026-04-02,Revenue,One-time Revenue,6649.51,CL00122,SAL001476,Paid,FAC-005159
FIN0005163,2026-04-02,Revenue,Subscription Revenue,2944.75,CL00293,SAL003458,Paid,FAC-005163
FIN0005167,2026-04-02,Revenue,Subscription Revenue,359.45,CL00293,SAL003457,Paid,FAC-005167
FIN0005169,2026-04-02,Revenue,Subscription Revenue,983.63,CL00181,SAL002101,Paid,FAC-005169
FIN0004620,2026-04-02,Revenue,One-time Revenue,16829.03,CL00227,SAL002634,Late,FAC-004620
FIN0004627,2026-04-02,Revenue,One-time Revenue,3041.92,CL00190,SAL002202,Late,FAC-004627
FIN0005369,2026-04-02,Revenue,One-time Revenue,27416.72,CL00371,SAL004472,Paid,FAC-005369
FIN0004975,2026-04-02,Revenue,Subscription Revenue,1380.55,CL00286,SAL003400,Paid,FAC-004975
FIN0004973,2026-04-02,Revenue,Subscription Revenue,665.36,CL00121,SAL001426,Paid,FAC-004973
FIN0005168,2026-04-02,Revenue,Subscription Revenue,538.04,CL00108,SAL001260,Paid,FAC-005168
FIN0004972,2026-04-02,Revenue,One-time Revenue,2596.09,CL00402,SAL004889,Paid,FAC-004972
FIN0005378,2026-04-03,Revenue,One-time Revenue,24067.96,CL00255,SAL002984,Paid,FAC-005378
FIN0004811,2026-04-03,Revenue,Subscription Revenue,596.33,CL00130,SAL001585,Paid,FAC-004811
FIN0004986,2026-04-03,Revenue,Subscription Revenue,891.35,CL00230,SAL002651,Paid,FAC-004986
FIN0005182,2026-04-03,Revenue,Subscription Revenue,2157.61,CL00194,SAL002264,Paid,FAC-005182
FIN0004984,2026-04-03,Revenue,One-time Revenue,24434.13,CL00424,SAL005184,Paid,FAC-004984
FIN0004983,2026-04-03,Revenue,Subscription Revenue,2350.51,CL00178,SAL002061,Paid,FAC-004983
FIN0004982,2026-04-03,Revenue,Subscription Revenue,495.13,CL00244,SAL002876,Paid,FAC-004982
FIN0004634,2026-04-03,Revenue,One-time Revenue,15197.44,CL00293,SAL003460,Late,FAC-004634
FIN0005188,2026-04-03,Revenue,Subscription Revenue,778.76,CL00416,SAL005058,Paid,FAC-005188
FIN0004980,2026-04-03,Revenue,One-time Revenue,19251.96,CL00479,SAL005810,Paid,FAC-004980
FIN0006530,2026-04-04,Expense,Salaires & charges,28628.1,,,Paid,DEP-006530
FIN0005195,2026-04-04,Revenue,Subscription Revenue,1064.19,CL00342,SAL004112,Paid,FAC-005195
FIN0004989,2026-04-04,Revenue,One-time Revenue,13345.32,CL00480,SAL005839,Paid,FAC-004989
FIN0005003,2026-04-04,Revenue,Subscription Revenue,717.26,CL00397,SAL004776,Paid,FAC-005003
